Period,Settlement Date,GUP_Name,Raw_DOI,Raw_DOI1,Raw_DOI2,Raw_DOI3,Raw_Total_ATG,Total_PostLA,Total_PostDTC,TotalActualReq
201306,2013/06/07,"THE GOLDMAN SACHS GROUP, INC.","$101,307,630.33 ",6766806849.74,6952831079.62,6065733048.76,"$19,886,678,608.45 ","$13,392,333,595.15 ","$8,309,677,854.63 ","$3,632,175,168.69 "
201306,2013/06/10,"THE GOLDMAN SACHS GROUP, INC.","$150,344,489.93 ",7139324981.31,6923601668.58,4529420139.10,"$18,742,691,278.92 ","$12,981,867,729.45 ","$8,072,812,364.29 ","$3,443,001,876.77 "
201306,2013/06/11,"THE GOLDMAN SACHS GROUP, INC.","$593,949,542.25 ",7269089551.74,5848015802.15,6411887860.93,"$20,122,942,757.07 ","$13,289,500,602.72 ","$8,489,144,059.05 ","$3,455,380,835.89 "
201306,2013/06/12,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,5961372483.34,7323591169.49,5050580392.22,"$18,335,544,045.05 ","$12,456,498,685.36 ","$7,919,310,015.60 ","$3,607,387,684.60 "
201306,2013/06/13,"THE GOLDMAN SACHS GROUP, INC.","$24,687,933.10 ",7336411956.13,6372945927.37,4613693616.12,"$18,347,739,432.72 ","$12,094,400,742.43 ","$8,701,330,757.60 ","$3,822,560,920.06 "
201306,2013/06/14,"THE GOLDMAN SACHS GROUP, INC.","$54,027,726.63 ",6392015289.76,6081791615.21,4903371645.84,"$17,431,206,277.44 ","$11,873,717,806.82 ","$7,221,756,204.59 ","$3,457,113,674.89 "
201306,2013/06/17,"THE GOLDMAN SACHS GROUP, INC.","$69,954,295.56 ",6338776458.20,6059782034.11,4215744179.30,"$16,684,256,967.17 ","$11,027,395,874.55 ","$6,696,972,095.10 ","$3,726,738,924.91 "
201306,2013/06/18,"THE GOLDMAN SACHS GROUP, INC.","$566,206,771.05 ",6160282438.23,4907072085.24,4704829630.67,"$16,338,390,925.19 ","$10,849,242,978.33 ","$7,116,954,222.53 ","$3,468,404,619.35 "
201306,2013/06/19,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,5127453794.92,5678150879.32,5257849235.28,"$16,063,453,909.52 ","$10,350,955,470.65 ","$5,964,221,921.97 ","$3,205,919,272.82 "
201306,2013/06/20,"THE GOLDMAN SACHS GROUP, INC.","$318,574,401.62 ",5813385227.82,5926740159.68,8196513616.96,"$20,255,213,406.08 ","$13,389,491,353.93 ","$8,832,891,730.31 ","$4,024,325,377.48 "
201306,2013/06/21,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6071068567.62,9601180740.42,11347935938.44,"$27,020,185,246.48 ","$17,038,383,827.50 ","$9,753,908,779.99 ","$5,154,391,376.11 "
201306,2013/06/24,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,9689766473.94,12040420787.30,5848141528.82,"$27,578,328,790.06 ","$18,621,529,562.08 ","$11,932,195,211.11 ","$6,236,744,918.64 "
201306,2013/06/25,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,12153693492.55,7776218776.65,6026736817.10,"$25,956,649,086.30 ","$15,971,779,769.33 ","$11,539,128,479.97 ","$6,518,359,007.39 "
201306,2013/06/26,BANK OF AMERICA CORPORATION,"$2,441,287,424.73 ",7756122332.69,5738549522.56,4300921665.48,"$20,236,880,945.46 ","$12,557,088,042.63 ","$10,452,747,733.50 ","$5,804,851,964.69 "
201306,2013/06/27,"THE GOLDMAN SACHS GROUP, INC.","$230,308,983.75 ",7026277301.10,5543730123.93,4749698204.87,"$17,550,014,613.65 ","$10,827,808,658.58 ","$7,454,236,083.40 ","$4,838,882,952.92 "
201306,2013/06/28,BANK OF AMERICA CORPORATION,$0.00 ,4600066691.16,5325740490.27,9834961712.78,"$19,760,768,894.21 ","$12,474,391,790.43 ","$10,513,044,676.84 ","$4,438,667,510.29 "
201307,2013/07/01,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6007102602.18,8067019881.26,5480848720.88,"$19,554,971,204.32 ","$12,886,983,768.63 ","$7,772,304,165.74 ","$4,364,272,510.19 "
201307,2013/07/02,BANK OF AMERICA CORPORATION,$0.00 ,9866597320.82,4237354859.52,5012422653.47,"$19,116,374,833.81 ","$12,735,960,462.52 ","$10,664,841,955.16 ","$4,562,185,267.24 "
201307,2013/07/03,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,5947013896.72,5373239144.96,3069270736.48,"$14,389,523,778.16 ","$8,410,448,868.76 ","$5,079,635,656.16 ","$3,671,235,809.78 "
201307,2013/07/05,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,5404343618.90,3569862114.28,4502455460.07,"$13,476,661,193.25 ","$7,999,436,410.89 ","$5,217,434,719.85 ","$3,599,013,815.22 "
201307,2013/07/08,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,3643693908.98,4648056187.89,4745679602.08,"$13,037,429,698.95 ","$8,681,996,780.92 ","$4,620,033,580.16 ","$3,164,558,205.82 "
201307,2013/07/09,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,4679792599.57,5427760891.95,4841938632.33,"$14,949,492,123.85 ","$10,197,109,878.16 ","$6,150,548,328.10 ","$2,582,399,892.35 "
201307,2013/07/10,"THE GOLDMAN SACHS GROUP, INC.","$141,566,439.35 ",5453721491.56,6087067726.45,4187421270.08,"$15,869,776,927.44 ","$10,990,015,448.34 ","$6,714,672,839.87 ","$2,888,717,044.03 "
201307,2013/07/11,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6154037858.31,4986226462.86,4747859912.39,"$15,888,124,233.56 ","$10,941,263,783.74 ","$7,285,568,220.68 ","$3,132,828,537.36 "
201307,2013/07/12,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,5110327232.88,6420141556.81,5733773155.32,"$17,264,241,945.01 ","$11,480,665,138.04 ","$6,513,396,372.13 ","$3,414,985,155.65 "
201307,2013/07/15,"THE GOLDMAN SACHS GROUP, INC.","$165,517,510.47 ",6617682260.39,6707231461.64,3685633716.25,"$17,176,064,948.75 ","$11,196,000,883.29 ","$7,557,517,298.10 ","$3,202,811,603.08 "
201307,2013/07/16,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6826983866.53,4512023976.45,5218049563.74,"$16,557,057,406.72 ","$10,203,886,956.39 ","$7,430,116,675.07 ","$3,084,148,413.30 "
201307,2013/07/17,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,4580475737.35,5638428246.90,4134926495.60,"$14,353,830,479.85 ","$9,273,382,624.36 ","$5,375,557,870.93 ","$3,109,985,626.68 "
201307,2013/07/18,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,5638399368.08,4937757543.91,4986686780.18,"$15,562,843,692.17 ","$10,509,648,921.86 ","$6,979,748,196.51 ","$3,059,261,655.52 "
201307,2013/07/19,BANK OF AMERICA CORPORATION,"$48,538.25 ",5369521585.90,5707987433.20,13985913783.08,"$25,063,471,340.43 ","$16,537,235,885.23 ","$15,335,560,439.07 ","$3,200,495,619.37 "
201307,2013/07/22,BANK OF AMERICA CORPORATION,"$868,947,095.51 ",5663162894.80,13826886798.69,3266129946.67,"$23,625,126,735.67 ","$16,070,626,383.55 ","$15,006,754,607.64 ","$3,961,454,779.97 "
201307,2013/07/23,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,12240554394.75,4425993753.39,4754662581.45,"$21,421,210,729.59 ","$14,181,268,709.44 ","$12,131,929,917.47 ","$3,865,218,038.85 "
201307,2013/07/24,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,4473141644.49,5462364163.04,4447243319.84,"$14,382,749,127.37 ","$9,114,268,251.88 ","$5,816,500,225.70 ","$3,687,099,898.18 "
201307,2013/07/25,"THE GOLDMAN SACHS GROUP, INC.","$295,409,519.62 ",5551423796.86,5885846351.64,5132581664.88,"$16,865,261,333.00 ","$11,332,744,247.58 ","$7,418,002,606.74 ","$3,464,012,617.72 "
201307,2013/07/26,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6040457791.50,5931834336.81,5015357490.15,"$16,987,649,618.46 ","$11,714,639,890.79 ","$7,356,517,109.12 ","$3,625,823,589.60 "
201307,2013/07/29,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6001545382.02,6201705617.88,3850008141.74,"$16,053,259,141.64 ","$10,608,012,901.89 ","$7,243,916,373.66 ","$4,051,285,027.15 "
201307,2013/07/30,"THE GOLDMAN SACHS GROUP, INC.","$62,992,653.48 ",6353987959.87,4947436392.67,3775982408.33,"$15,140,399,414.35 ","$9,976,573,418.61 ","$7,357,166,367.14 ","$4,038,846,219.09 "
201307,2013/07/31,"THE GOLDMAN SACHS GROUP, INC.","$562,816,160.84 ",5091391215.03,4678837065.00,6078697730.94,"$16,411,742,171.81 ","$11,004,835,662.10 ","$6,995,646,263.23 ","$3,467,933,222.39 "
201308,2013/08/01,"THE GOLDMAN SACHS GROUP, INC.","$141,660,318.30 ",4807996457.09,7369652999.93,7450574067.16,"$19,769,883,842.48 ","$13,717,309,606.34 ","$7,488,866,441.23 ","$3,612,276,533.91 "
201308,2013/08/02,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,7454646648.74,8936289595.83,5072098501.57,"$21,463,034,746.14 ","$15,132,908,366.89 ","$9,410,052,261.97 ","$3,836,678,182.09 "
201308,2013/08/05,"THE GOLDMAN SACHS GROUP, INC.","$1,199,377,978.08 ",9128130505.36,6279838445.01,3685957597.65,"$20,293,304,526.10 ","$14,554,151,899.63 ","$10,551,728,106.55 ","$3,694,467,844.31 "
201308,2013/08/06,"THE GOLDMAN SACHS GROUP, INC.","$478,924,335.07 ",6467767598.57,4800382100.46,5425057008.54,"$17,172,131,042.64 ","$12,378,646,291.15 ","$7,707,664,008.19 ","$3,379,392,230.61 "
201308,2013/08/07,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,4845160027.87,6565365912.27,4214271061.22,"$15,624,797,001.36 ","$10,923,936,707.97 ","$6,214,989,854.25 ","$3,116,164,938.43 "
201308,2013/08/08,"THE GOLDMAN SACHS GROUP, INC.","$131,429,062.38 ",6616945145.36,4909684600.61,5407368878.79,"$17,065,427,687.14 ","$11,836,045,516.76 ","$8,177,050,762.32 ","$3,246,441,011.80 "
201308,2013/08/09,"THE GOLDMAN SACHS GROUP, INC.","$10,996,899.49 ",4982271720.85,6194349955.83,3754694477.72,"$14,942,313,053.89 ","$10,870,413,772.58 ","$6,131,494,132.54 ","$3,115,346,719.85 "
201308,2013/08/12,"THE GOLDMAN SACHS GROUP, INC.","$79,593,909.23 ",6326889579.16,4475539314.45,3919391157.18,"$14,801,413,960.02 ","$10,244,722,562.20 ","$6,522,194,683.99 ","$3,230,584,238.58 "
201308,2013/08/13,MORGAN STANLEY,"$415,102,756.16 ",4698026929.18,4443669422.79,4217159885.07,"$13,773,958,993.20 ","$9,659,904,359.21 ","$4,302,902,867.52 ","$3,267,876,272.82 "
201308,2013/08/14,MORGAN STANLEY,$0.00 ,4424513104.09,5027615235.04,3971372092.14,"$13,423,500,431.27 ","$9,564,668,493.06 ","$3,757,428,739.07 ","$3,096,635,610.87 "
201308,2013/08/15,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,4436067292.01,5205192077.55,6603718197.38,"$16,244,977,566.94 ","$10,993,672,458.96 ","$6,092,236,172.13 ","$3,238,435,054.41 "
201308,2013/08/16,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,5208487301.73,6642697759.62,8999317397.17,"$20,850,502,458.52 ","$13,275,508,251.37 ","$8,008,850,794.34 ","$3,626,094,133.14 "
201308,2013/08/19,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6765266395.85,9453430761.06,3594404593.35,"$19,813,101,750.26 ","$13,709,743,407.07 ","$9,245,854,868.81 ","$3,609,178,523.69 "
201308,2013/08/20,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,9474541271.71,4495367869.76,4401742772.92,"$18,371,651,914.39 ","$11,598,087,375.78 ","$9,680,865,780.10 ","$3,820,922,785.22 "
201308,2013/08/21,"THE GOLDMAN SACHS GROUP, INC.","$111,089,771.86 ",4563140876.52,5152284209.68,5333069757.65,"$15,159,584,615.71 ","$10,330,039,545.43 ","$5,674,647,850.56 ","$3,429,385,800.02 "
201308,2013/08/22,"THE GOLDMAN SACHS GROUP, INC.","$139,609,850.30 ",5186883583.24,6106172028.21,3839460179.08,"$15,272,125,640.83 ","$10,572,803,874.01 ","$6,158,417,018.77 ","$3,435,566,932.55 "
201308,2013/08/23,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6192601453.05,4558829924.17,4949010766.87,"$15,700,442,144.09 ","$10,579,955,713.04 ","$7,319,167,039.58 ","$3,037,536,520.14 "
201308,2013/08/26,"THE GOLDMAN SACHS GROUP, INC.","$17,179,959.76 ",4638453475.00,5465502341.93,3513189926.39,"$13,634,325,703.08 ","$9,144,197,475.38 ","$6,165,346,620.62 ","$2,877,219,118.58 "
201308,2013/08/27,"THE GOLDMAN SACHS GROUP, INC.","$170,951,786.56 ",5685757897.92,4131049415.75,4431563764.85,"$14,419,322,865.08 ","$9,638,897,897.86 ","$7,080,730,510.65 ","$3,088,524,957.98 "
201308,2013/08/28,"THE GOLDMAN SACHS GROUP, INC.","$576,986,524.30 ",4215817069.12,5625298316.50,3588715200.45,"$14,006,817,110.37 ","$8,850,426,415.82 ","$6,112,800,649.83 ","$3,341,040,457.94 "
201308,2013/08/29,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,5679617192.05,4529999169.30,2890273179.87,"$13,099,889,541.22 ","$8,189,435,737.85 ","$5,855,007,711.80 ","$3,377,896,395.08 "
201308,2013/08/30,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,4608441631.71,3702728138.71,4834922210.06,"$13,146,091,980.48 ","$7,575,965,143.25 ","$4,893,148,945.06 ","$2,708,050,122.62 "
201309,2013/09/03,"THE GOLDMAN SACHS GROUP, INC.","$4,717,190.89 ",3902988513.84,5511483861.69,4731485643.18,"$14,150,675,209.60 ","$8,775,031,683.73 ","$4,904,265,580.96 ","$2,785,338,823.22 "
201309,2013/09/04,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,5504912138.79,6100408358.78,4576378327.01,"$16,181,698,824.58 ","$10,289,275,939.85 ","$6,991,116,186.94 ","$3,018,971,568.28 "
201309,2013/09/05,"THE GOLDMAN SACHS GROUP, INC.","$672,523,031.21 ",6230240810.43,5660316499.23,3874807835.44,"$16,437,888,176.31 ","$10,705,719,165.65 ","$7,598,643,014.95 ","$3,176,857,314.83 "
201309,2013/09/06,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,5756414728.61,4792681124.27,4287478723.83,"$14,836,574,576.71 ","$9,701,049,576.38 ","$6,202,610,331.12 ","$3,296,340,760.15 "
201309,2013/09/09,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,4908708943.70,5450850249.34,4267796508.16,"$14,627,355,701.20 ","$9,340,425,024.88 ","$5,436,198,186.91 ","$2,914,455,558.23 "
201309,2013/09/10,MORGAN STANLEY,"$164,440,676.38 ",4910301635.08,5271267737.49,5445318904.60,"$15,791,328,953.55 ","$11,210,710,943.52 ","$4,164,344,479.89 ","$3,005,801,088.54 "
201309,2013/09/11,MORGAN STANLEY,"$258,964,224.71 ",5290860287.15,6606237860.56,3859974707.10,"$16,016,037,079.52 ","$11,596,225,377.68 ","$4,758,875,376.09 ","$3,327,269,818.44 "
201309,2013/09/12,MORGAN STANLEY,"$365,047,405.91 ",6640666870.25,4313493706.87,3502907517.27,"$14,822,115,500.30 ","$10,146,455,085.11 ","$6,146,139,121.59 ","$3,806,324,087.83 "
201309,2013/09/13,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,4862914150.96,5114617908.73,4160154305.31,"$14,137,686,365.00 ","$9,192,744,518.98 ","$5,392,025,953.97 ","$3,996,912,963.81 "
201309,2013/09/16,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,5188044149.68,4909898975.56,4710400024.02,"$14,808,343,149.26 ","$9,615,076,787.29 ","$5,761,146,549.23 ","$3,757,147,787.17 "
201309,2013/09/17,MORGAN STANLEY,$0.00 ,5763142033.65,4911352860.81,4260111666.07,"$14,934,606,560.53 ","$10,326,867,573.49 ","$4,713,930,244.71 ","$3,636,986,405.76 "
201309,2013/09/18,STATE STREET CORPORATION,$0.00 ,5953299720.98,3653637877.17,7706376415.69,"$17,313,314,013.84 ","$16,385,577,178.74 ","$6,625,791,342.19 ","$3,865,568,741.03 "
201309,2013/09/19,"THE GOLDMAN SACHS GROUP, INC.","$743,066,805.33 ",4589696384.93,8487028178.30,7378904427.78,"$21,198,695,796.34 ","$15,051,719,712.87 ","$7,487,246,017.81 ","$4,702,879,188.05 "
201309,2013/09/20,BANK OF AMERICA CORPORATION,$0.00 ,3371667796.08,7688967497.59,17739027984.76,"$28,799,663,278.43 ","$18,203,844,617.53 ","$16,789,203,589.97 ","$4,356,629,595.98 "
201309,2013/09/23,BANK OF AMERICA CORPORATION,"$10,642,622.76 ",7691128249.66,18240545272.10,4859217921.38,"$30,801,534,065.90 ","$21,900,636,491.74 ","$20,794,131,972.86 ","$4,910,848,611.10 "
201309,2013/09/24,BANK OF AMERICA CORPORATION,"$17,500.91 ",18586631477.20,4882954754.58,3735225700.97,"$27,204,829,433.66 ","$18,241,284,699.43 ","$17,466,653,023.68 ","$4,745,375,153.34 "
201309,2013/09/25,BANK OF AMERICA CORPORATION,"$6,463,714,009.09 ",4973112516.96,4012493059.61,4139610225.05,"$19,588,929,810.71 ","$13,792,762,097.09 ","$11,617,162,014.11 ","$4,524,070,913.75 "
201309,2013/09/26,MORGAN STANLEY,$0.00 ,5774705068.22,5353449871.24,3897951740.72,"$15,026,106,680.18 ","$9,602,352,934.02 ","$4,952,947,045.79 ","$3,565,690,497.51 "
201309,2013/09/27,"THE GOLDMAN SACHS GROUP, INC.","$69,355,497.27 ",4902829315.31,4768554523.18,4630643328.79,"$14,371,382,664.55 ","$8,906,688,041.89 ","$5,809,224,347.57 ","$3,354,012,943.58 "
201309,2013/09/30,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,4875465915.25,5234491350.28,5178529709.38,"$15,288,486,974.91 ","$9,605,909,169.09 ","$6,418,624,050.43 ","$3,479,798,633.37 "
201310,2013/10/01,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,5347302686.34,5994654297.13,8017671037.47,"$19,359,628,020.94 ","$13,994,322,788.04 ","$9,673,564,238.87 ","$3,243,041,627.04 "
201310,2013/10/02,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6139138785.92,7623515639.02,4512969926.99,"$18,275,624,351.93 ","$11,725,954,349.33 ","$7,755,577,408.85 ","$3,261,841,857.17 "
201310,2013/10/03,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,7791511526.97,5781247757.05,5012092708.71,"$18,584,851,992.73 ","$12,797,634,098.25 ","$9,106,539,666.15 ","$3,393,670,564.58 "
201310,2013/10/04,"THE GOLDMAN SACHS GROUP, INC.","$1,037,350,581.27 ",5819142260.30,6218875213.20,4183553900.68,"$17,258,921,955.45 ","$11,697,772,384.20 ","$7,886,375,756.07 ","$3,727,667,642.84 "
201310,2013/10/07,"THE GOLDMAN SACHS GROUP, INC.","$19,330,828.23 ",6297938096.41,5321156741.50,3911504948.10,"$15,549,930,614.24 ","$9,877,337,385.22 ","$6,963,877,976.68 ","$3,141,387,347.00 "
201310,2013/10/08,"THE GOLDMAN SACHS GROUP, INC.","$52,867,367.32 ",5337638179.35,4803951584.84,4304489496.42,"$14,498,946,627.93 ","$9,226,588,929.21 ","$6,547,944,432.16 ","$3,086,918,498.60 "
201310,2013/10/09,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,4784320866.10,5647807399.27,4670936348.40,"$15,103,064,613.77 ","$10,314,431,627.20 ","$7,045,747,795.26 ","$3,472,234,235.19 "
201310,2013/10/10,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,5859758691.96,5640560136.04,5892041902.11,"$17,392,360,730.11 ","$11,295,180,632.57 ","$6,927,666,646.45 ","$3,535,630,077.24 "
201310,2013/10/11,MORGAN STANLEY,$0.00 ,5312924897.49,6016751828.84,8516769673.33,"$19,846,446,399.66 ","$14,723,642,926.34 ","$5,312,922,069.14 ","$3,957,013,780.08 "
201310,2013/10/15,MORGAN STANLEY,$0.00 ,6036688566.10,9134639199.66,4188549286.84,"$19,359,877,052.60 ","$13,694,030,133.70 ","$5,165,065,656.47 ","$3,620,641,405.95 "
201310,2013/10/16,MORGAN STANLEY,"$681,383,363.44 ",9014322955.07,4763319358.63,4777707446.30,"$19,236,733,123.44 ","$12,905,246,802.87 ","$8,315,828,232.96 ","$3,440,848,002.26 "
201310,2013/10/17,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,4767214428.30,7119002987.45,5328213093.20,"$17,214,430,508.95 ","$11,594,743,625.06 ","$5,807,689,830.51 ","$3,413,260,451.81 "
201310,2013/10/18,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,7293773131.50,6356233868.80,14222620974.99,"$27,872,627,975.29 ","$18,423,658,047.91 ","$11,020,022,473.80 ","$3,688,664,930.00 "
201310,2013/10/21,"THE GOLDMAN SACHS GROUP, INC.","$767,905,558.14 ",6365038003.94,14317922674.51,6526843465.49,"$27,977,709,702.08 ","$18,485,449,333.38 ","$11,294,619,930.43 ","$4,280,619,192.65 "
201310,2013/10/22,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,12967173855.97,7439128866.34,5698590832.63,"$26,104,893,554.94 ","$16,144,499,425.42 ","$12,235,092,660.64 ","$4,026,525,892.95 "
201310,2013/10/23,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,7492151332.46,6705806032.01,4812684951.51,"$19,010,642,315.98 ","$13,382,570,743.19 ","$8,750,857,222.65 ","$3,866,410,452.98 "
201310,2013/10/24,"THE GOLDMAN SACHS GROUP, INC.","$221,334,383.03 ",6810998340.28,6485061569.21,4749123487.54,"$18,266,517,780.06 ","$12,286,745,033.07 ","$8,101,667,526.49 ","$3,704,106,116.20 "
201310,2013/10/25,"THE GOLDMAN SACHS GROUP, INC.","$3,811,807.00 ",6806022625.06,5991425164.08,5036992683.29,"$17,838,252,279.43 ","$12,030,791,433.49 ","$7,969,811,586.93 ","$3,698,848,842.71 "
201310,2013/10/28,"THE GOLDMAN SACHS GROUP, INC.","$173,625,832.91 ",6151726282.58,6014993734.39,5633577935.59,"$17,973,923,785.47 ","$12,502,224,158.30 ","$8,040,109,946.59 ","$3,717,039,370.69 "
201310,2013/10/29,MORGAN STANLEY,"$28,647,029.16 ",5289854934.18,6218489124.03,5668504282.10,"$17,205,495,369.47 ","$11,725,399,343.23 ","$4,215,057,235.49 ","$3,529,366,103.12 "
201310,2013/10/30,MORGAN STANLEY,$0.00 ,6216719632.84,6494662354.45,5377687530.88,"$18,089,069,518.17 ","$12,288,564,447.90 ","$5,203,900,948.22 ","$3,385,791,548.39 "
201310,2013/10/31,MORGAN STANLEY,$0.00 ,6553516556.88,6246381765.36,5648604076.32,"$18,448,502,398.56 ","$12,538,488,525.25 ","$5,368,671,509.92 ","$3,740,221,654.88 "
201311,2013/11/01,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6234366244.70,6075827056.14,7383458706.75,"$19,693,652,007.59 ","$12,599,378,300.73 ","$8,412,523,495.21 ","$3,981,625,840.21 "
201311,2013/11/04,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6195945472.07,9087557778.14,5574298320.10,"$20,857,801,570.31 ","$13,151,422,812.64 ","$7,366,242,380.25 ","$3,994,311,351.79 "
201311,2013/11/05,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,9257668131.53,6915625096.86,4998346609.03,"$21,171,639,837.42 ","$14,649,238,305.74 ","$9,820,352,653.40 ","$3,909,143,793.52 "
201311,2013/11/06,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6981485627.33,6463593378.35,5148518224.78,"$18,593,597,230.46 ","$12,354,965,552.13 ","$8,008,096,752.76 ","$3,718,771,879.39 "
201311,2013/11/07,"THE GOLDMAN SACHS GROUP, INC.","$1,252,726,874.80 ",6635919390.36,5983439260.14,6965941214.39,"$20,838,026,739.69 ","$14,075,810,959.52 ","$9,647,215,435.42 ","$4,055,175,015.65 "
201311,2013/11/08,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6104235039.97,8327352690.88,9233820094.54,"$23,665,407,825.39 ","$16,344,526,051.46 ","$8,933,239,989.10 ","$4,691,690,034.83 "
201311,2013/11/12,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,8367506968.81,9888981308.79,5772065638.12,"$24,028,553,915.72 ","$16,527,927,233.34 ","$9,879,271,882.19 ","$4,984,613,820.80 "
201311,2013/11/13,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,10091446614.64,6851517186.33,5151790328.69,"$22,094,754,129.66 ","$15,498,315,156.56 ","$10,547,335,629.00 ","$4,415,100,710.69 "
201311,2013/11/14,MORGAN STANLEY,"$789,372,428.00 ",5529110370.40,7077513223.34,5364388074.09,"$18,760,384,095.83 ","$13,122,004,730.04 ","$6,779,386,926.48 ","$4,622,310,492.13 "
201311,2013/11/15,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6208675494.01,6144330698.76,9682526216.93,"$22,035,532,409.70 ","$14,640,445,489.61 ","$8,638,498,351.45 ","$3,980,225,592.80 "
201311,2013/11/18,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6231065701.91,10395401834.27,5093732428.96,"$21,720,199,965.14 ","$15,253,478,681.01 ","$9,194,023,188.98 ","$4,332,231,627.55 "
201311,2013/11/19,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,10531522029.71,5812937796.06,4757645945.77,"$21,102,105,771.54 ","$15,091,882,096.04 ","$11,152,749,979.21 ","$3,958,337,529.87 "
201311,2013/11/20,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,5927705794.46,5055765032.72,4907904820.96,"$15,891,375,648.14 ","$10,512,694,279.28 ","$7,504,517,997.15 ","$3,878,745,714.30 "
201311,2013/11/21,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,5134399935.85,5343390316.08,4777935079.71,"$15,255,725,331.64 ","$9,907,877,429.68 ","$6,850,530,801.52 ","$4,117,109,236.80 "
201311,2013/11/22,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,5465178573.54,5613444525.69,5445383634.57,"$16,524,006,733.80 ","$11,076,841,502.07 ","$6,889,028,212.40 ","$3,551,513,546.88 "
201311,2013/11/25,"THE GOLDMAN SACHS GROUP, INC.","$66,429,640.56 ",5730935120.00,6590194418.02,5195601405.01,"$17,583,160,583.59 ","$11,619,920,994.71 ","$6,978,778,546.08 ","$3,593,483,847.96 "
201311,2013/11/26,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6741068641.58,6054458204.18,6101902637.56,"$18,897,429,483.32 ","$12,912,256,535.87 ","$8,629,279,957.16 ","$3,610,826,428.86 "
201311,2013/11/27,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6234878066.41,6528841401.37,4247677255.62,"$17,011,396,723.40 ","$11,535,087,451.43 ","$7,778,963,692.06 ","$3,374,869,877.65 "
201311,2013/11/29,"THE GOLDMAN SACHS GROUP, INC.",$0.00 ,6601859225.36,4520881672.59,4433850750.68,"$15,556,591,648.63 ","$10,519,847,291.63 ","$6,702,084,310.35 ","$3,185,266,740.59 "
201312,2013/12/02,"THE GOLDMAN SACHS GROUP, INC.","$336,981,948.62 ",4852596549.26,4765527946.59,5940734809.93,"$15,895,841,254.40 ","$11,267,422,484.67 ","$7,606,157,397.12 ","$2,919,194,508.48 "
